id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
417830,en,Diary of a Wimpy Kid: The Long Haul,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,22.323,2017-05-19,Diary of a Wimpy Kid: The Long Haul,5.3,382
369202,fi,Bodom,"Every camper’s worst nightmare came true at Lake Bodom in 1960 when four teenagers were stabbed to death while sleeping in their tent. As the years passed and the case grew cold, the unsolved mystery turned into an urban legend, a creepy campfire story passed from generation to generation. Now, a group of teenagers arrives at the same campsite, hoping to solve the murder by reconstructing it minute by minute. As night falls, it turns out that not all of them are there to play. Tonight… it’s girls against boys. Let the killing games begin.",5.62,2016-08-19,Lake Bodom,5.3,216
14405,en,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",36.274,2008-10-03,Beverly Hills Chihuahua,5.3,908
13121,en,Teeth,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",12.804,2007-06-17,Teeth,5.3,598
109099,en,Passion,The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.,10.951,2012-09-07,Passion,5.3,353
22084,en,Dadnapped,"Melissa has a bad case of sibling rivalry, only her competition is a fictional character in her father's best-selling novel about a teenage super spy. When her father is ""dadnapped"" by a group of overzealous fans, it's up to Melissa to help him by tapping her inner superhero.",9.858,2009-02-16,Dadnapped,5.3,209
71469,en,The Darkest Hour,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",17.299,2011-12-22,The Darkest Hour,5.3,1241
234212,en,Demonic,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,8.823,2015-02-12,Demonic,5.3,424
157544,en,The Vatican Tapes,"In a highly secured vault deep within the walls of Vatican City, the Catholic Church holds thousands of old films and video footage documenting exorcisms/supposed exorcisms and other unexplained religious phenomena they feel the world is not ready to see. This is the first tape - Case 83-G - stolen from these archives and exposed to the public by an anonymous source.",16.9,2015-07-24,The Vatican Tapes,5.3,653
42888,en,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",9.507,2010-12-17,How Do You Know,5.3,814
9446,en,Jungle 2 Jungle,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had—a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",12.786,1997-03-04,Jungle 2 Jungle,5.3,402
50838,en,Wrecked,"A man awakens in a car wreck at the bottom of a steep cliff. He can't remember who he is or how he got there, but a report over the radio fills in some of the blanks, as it describes a violent bank robbery and names a perpetrator who happens to be sitting dead in the back seat.",10.238,2010-04-01,Wrecked,5.3,294
5203,en,Wild Orchid,A woman lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,15.034,1989-12-22,Wild Orchid,5.3,238
242076,en,The Bag Man,A criminal waits in a seedy motel for his boss after killing several men to steal a bag.,9.731,2014-02-28,The Bag Man,5.3,285
15028,en,Clockstoppers,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",12.804,2002-03-17,Clockstoppers,5.3,254
11260,en,Meet Dave,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",16.191,2008-07-08,Meet Dave,5.3,1211
9714,en,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",45.153,1997-12-12,Home Alone 3,5.3,2564
582885,fr,Mignonnes,"Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.",8.29,2020-08-19,Cuties,5.3,361
100241,en,"I, Frankenstein","200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",14.835,2014-01-22,"I, Frankenstein",5.3,1638
475210,en,How It Ends,A desperate father tries to return home to his pregnant wife after a mysterious apocalyptic event turns everything to chaos.,20.292,2018-07-13,How It Ends,5.3,1697
44113,en,Stone,"Parole officer Jack Mabry has only a few weeks left before retirement and wishes to finish out the cases he's been assigned. One such case is that of Gerald 'Stone' Creeson, a convicted arsonist who is up for parole. Jack is initially reluctant to indulge Stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoner's pleads for an early release. Seeing little hope in convincing Jack himself, Stone arranges for his wife to seduce the officer, but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception.",11.967,2010-10-07,Stone,5.3,580
364067,en,A Very Murray Christmas,"Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",9.947,2015-12-04,A Very Murray Christmas,5.3,356
336445,en,Army of One,"Gary Faulkner is an ex-con, unemployed handyman, and modern day Don Quixote who receives a vision from God telling him to capture Osama Bin Laden. Armed with only a single sword purchased from a home-shopping network, Gary travels to Pakistan to complete his mission. While on his quest, Gary encounters old friends back home in Colorado, the new friends he makes in Pakistan, the enemies he makes at the CIA - and even God and Osama themselves.",9.52,2016-11-04,Army of One,5.3,241
359790,en,Blackway,"A young woman newly returned to her hometown becomes the subject of harassment by a man named Blackway, an ex-cop turned violent crime lord who operates with impunity in this small community on the edge of the wilderness. Forsaken by the local townspeople—and advised by the Sheriff to leave town—Lillian decides instead to take a stand against her sociopathic stalker, and enlists the help of ex-logger Lester and his laconic young sidekick.",10.576,2015-10-03,Blackway,5.3,315
611468,de,Kidnapping Stella,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",10.932,2019-06-29,Kidnapping Stella,5.3,376
71254,en,Arena,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.",12.101,2011-10-11,Arena,5.3,235
553141,en,The Head Hunter,"On the outskirts of a kingdom, a quiet but fierce medieval warrior protects the realm from monsters and the occult. His gruesome collection of heads is missing only one - the monster that killed his daughter years ago. Driven by a thirst for revenge, he travels wild expanses on horseback. When his second chance arrives, it’s in a way far more horrifying than he ever imagined.",11.145,2019-04-05,The Head Hunter,5.3,238
154512,it,Colpi di fulmine,,5.767,2012-12-13,Lightning Strike,5.3,217
505177,en,10 x 10,"Lewis is an outwardly ordinary guy, but in reality he is hiding an obsession – revenge – against Cathy. Lewis kidnaps Cathy in broad daylight and takes her to his home, where he locks her in a soundproof cell and attempts to extract a dark secret from her past.",14.89,2018-04-13,10x10,5.3,464
